Local time,Open,High,Low,Close,Volume
08.01.2020 23:45:00.000 GMT-0500,1.11158,1.11158,1.11143,1.11154,362.8
09.01.2020 00:00:00.000 GMT-0500,1.11154,1.11158,1.11151,1.11153,403.63
09.01.2020 00:15:00.000 GMT-0500,1.11153,1.11172,1.11152,1.11168,554.31
09.01.2020 00:30:00.000 GMT-0500,1.11169,1.11175,1.11162,1.11162,427.12
09.01.2020 00:45:00.000 GMT-0500,1.11163,1.11189,1.11161,1.11182,671.3599999999999
09.01.2020 01:00:00.000 GMT-0500,1.11182,1.11190,1.11162,1.11166,930.03
09.01.2020 01:15:00.000 GMT-0500,1.11166,1.11169,1.11147,1.11148,624.03
09.01.2020 01:30:00.000 GMT-0500,1.11147,1.11157,1.11113,1.11121,1210
09.01.2020 01:45:00.000 GMT-0500,1.11120,1.11153,1.11111,1.11123,1597.2599999999998
09.01.2020 02:00:00.000 GMT-0500,1.11123,1.11149,1.11110,1.11132,1918.06
09.01.2020 02:15:00.000 GMT-0500,1.11132,1.11164,1.11125,1.11156,1562.6299999999999
09.01.2020 02:30:00.000 GMT-0500,1.11156,1.11199,1.11147,1.11191,2069.63
09.01.2020 02:45:00.000 GMT-0500,1.11190,1.11204,1.11131,1.11152,2260.19
09.01.2020 03:00:00.000 GMT-0500,1.11152,1.11162,1.11051,1.11071,3028.22
09.01.2020 03:15:00.000 GMT-0500,1.11072,1.11117,1.11067,1.11117,2465.4799999999996
09.01.2020 03:30:00.000 GMT-0500,1.11117,1.11159,1.11105,1.11157,2081.59
09.01.2020 03:45:00.000 GMT-0500,1.11156,1.11177,1.11136,1.11172,2102.9500000000003
09.01.2020 04:00:00.000 GMT-0500,1.11172,1.11190,1.11128,1.11145,2476.3999999999996
09.01.2020 04:15:00.000 GMT-0500,1.11144,1.11144,1.11103,1.11105,2252.01
09.01.2020 04:30:00.000 GMT-0500,1.11104,1.11111,1.11021,1.11039,2817.12
09.01.2020 04:45:00.000 GMT-0500,1.11037,1.11066,1.10984,1.10995,4391.15
09.01.2020 05:00:00.000 GMT-0500,1.10994,1.11021,1.10966,1.11014,2527.5099999999998
09.01.2020 05:15:00.000 GMT-0500,1.11013,1.11039,1.10996,1.11037,1689.26
09.01.2020 05:30:00.000 GMT-0500,1.11038,1.11118,1.11030,1.11108,1834.49
09.01.2020 05:45:00.000 GMT-0500,1.11108,1.11114,1.11083,1.11096,1650.12
09.01.2020 06:00:00.000 GMT-0500,1.11096,1.11126,1.11095,1.11114,1330.99
09.01.2020 06:15:00.000 GMT-0500,1.11115,1.11116,1.11084,1.11100,1884.4399999999996
09.01.2020 06:30:00.000 GMT-0500,1.11101,1.11107,1.11039,1.11039,1332.1899999999996
09.01.2020 06:45:00.000 GMT-0500,1.11038,1.11099,1.11034,1.11046,1608.4399999999998
09.01.2020 07:00:00.000 GMT-0500,1.11045,1.11126,1.11033,1.11120,1808.0400000000002
09.01.2020 07:15:00.000 GMT-0500,1.11120,1.11128,1.11093,1.11110,2224.23
09.01.2020 07:30:00.000 GMT-0500,1.11110,1.11167,1.11110,1.11119,2132.67
09.01.2020 07:45:00.000 GMT-0500,1.11119,1.11157,1.11106,1.11135,2511.2900000000004
09.01.2020 08:00:00.000 GMT-0500,1.11135,1.11143,1.11074,1.11094,2751.4799999999996
09.01.2020 08:15:00.000 GMT-0500,1.11094,1.11121,1.11058,1.11116,2397.9700000000003
09.01.2020 08:30:00.000 GMT-0500,1.11115,1.11141,1.11110,1.11137,1672.3299999999997
09.01.2020 08:45:00.000 GMT-0500,1.11138,1.11173,1.11118,1.11148,2633.4800000000005
09.01.2020 09:00:00.000 GMT-0500,1.11149,1.11149,1.11081,1.11101,3636.71
09.01.2020 09:15:00.000 GMT-0500,1.11101,1.11101,1.11038,1.11063,2446.3900000000003
09.01.2020 09:30:00.000 GMT-0500,1.11062,1.11088,1.11046,1.11082,2588.62
09.01.2020 09:45:00.000 GMT-0500,1.11082,1.11101,1.11074,1.11082,2242.44
09.01.2020 10:00:00.000 GMT-0500,1.11082,1.11107,1.11058,1.11105,2108.81
09.01.2020 10:15:00.000 GMT-0500,1.11105,1.11107,1.11024,1.11063,2275.4100000000003
09.01.2020 10:30:00.000 GMT-0500,1.11062,1.11063,1.10924,1.11002,2875.32
09.01.2020 10:45:00.000 GMT-0500,1.11003,1.11035,1.10944,1.11022,3916.4700000000003
09.01.2020 11:00:00.000 GMT-0500,1.11021,1.11023,1.10947,1.10965,3902.9299999999994
09.01.2020 11:15:00.000 GMT-0500,1.10965,1.10980,1.10935,1.10980,3985.87
09.01.2020 11:30:00.000 GMT-0500,1.10980,1.11032,1.10976,1.11026,1918.8700000000001
09.01.2020 11:45:00.000 GMT-0500,1.11026,1.11061,1.11016,1.11060,1812.2700000000002
09.01.2020 12:00:00.000 GMT-0500,1.11059,1.11081,1.11037,1.11080,3364.4201
09.01.2020 12:15:00.000 GMT-0500,1.11081,1.11097,1.11048,1.11091,1683.4999999999998
09.01.2020 12:30:00.000 GMT-0500,1.11092,1.11113,1.11058,1.11058,1615.67
09.01.2020 12:45:00.000 GMT-0500,1.11058,1.11076,1.11046,1.11046,1170.3200000000002
09.01.2020 13:00:00.000 GMT-0500,1.11046,1.11060,1.11033,1.11053,1529.75
09.01.2020 13:15:00.000 GMT-0500,1.11053,1.11086,1.11050,1.11071,1764.62
09.01.2020 13:30:00.000 GMT-0500,1.11072,1.11082,1.11045,1.11067,2220.0801
09.01.2020 13:45:00.000 GMT-0500,1.11067,1.11079,1.11050,1.11050,886.02
09.01.2020 14:00:00.000 GMT-0500,1.11051,1.11088,1.11049,1.11085,1022.1999999999999
09.01.2020 14:15:00.000 GMT-0500,1.11085,1.11098,1.11081,1.11088,673.57
09.01.2020 14:30:00.000 GMT-0500,1.11089,1.11093,1.11072,1.11081,1022.6100000000001
09.01.2020 14:45:00.000 GMT-0500,1.11080,1.11087,1.11059,1.11061,676.8199999999999
09.01.2020 15:00:00.000 GMT-0500,1.11060,1.11073,1.11050,1.11061,791.1700000000001
09.01.2020 15:15:00.000 GMT-0500,1.11062,1.11072,1.11054,1.11055,690.51
09.01.2020 15:30:00.000 GMT-0500,1.11055,1.11064,1.11044,1.11048,709.5100000000001
09.01.2020 15:45:00.000 GMT-0500,1.11047,1.11065,1.11038,1.11062,990.045
09.01.2020 16:00:00.000 GMT-0500,1.11062,1.11068,1.11044,1.11050,437.63
09.01.2020 16:15:00.000 GMT-0500,1.11050,1.11050,1.11034,1.11038,364.65000000000003
09.01.2020 16:30:00.000 GMT-0500,1.11038,1.11056,1.11038,1.11055,256.43999999999994
09.01.2020 16:45:00.000 GMT-0500,1.11054,1.11069,1.11047,1.11051,405.78
09.01.2020 17:00:00.000 GMT-0500,1.11051,1.11060,1.11028,1.11050,358.3
09.01.2020 17:15:00.000 GMT-0500,1.11050,1.11066,1.11048,1.11050,127.25000000000001
09.01.2020 17:30:00.000 GMT-0500,1.11050,1.11055,1.11045,1.11052,418.5800000000001
09.01.2020 17:45:00.000 GMT-0500,1.11053,1.11066,1.11052,1.11065,113.84
09.01.2020 18:00:00.000 GMT-0500,1.11065,1.11075,1.11063,1.11074,288.6
09.01.2020 18:15:00.000 GMT-0500,1.11075,1.11076,1.11065,1.11070,172.17999999999998
09.01.2020 18:30:00.000 GMT-0500,1.11069,1.11075,1.11063,1.11069,291.21999999999997
09.01.2020 18:45:00.000 GMT-0500,1.11069,1.11093,1.11068,1.11093,237.95
09.01.2020 19:00:00.000 GMT-0500,1.11092,1.11094,1.11067,1.11068,632.4500000000002
09.01.2020 19:15:00.000 GMT-0500,1.11071,1.11073,1.11066,1.11072,372.6
09.01.2020 19:30:00.000 GMT-0500,1.11072,1.11091,1.11063,1.11063,833.9900000000001
09.01.2020 19:45:00.000 GMT-0500,1.11065,1.11079,1.11060,1.11069,767.8
09.01.2020 20:00:00.000 GMT-0500,1.11069,1.11073,1.11059,1.11061,609.89
09.01.2020 20:15:00.000 GMT-0500,1.11061,1.11070,1.11056,1.11062,453.22999999999996
09.01.2020 20:30:00.000 GMT-0500,1.11063,1.11073,1.11046,1.11048,483.3
09.01.2020 20:45:00.000 GMT-0500,1.11047,1.11050,1.11020,1.11042,866.3899999999999
09.01.2020 21:00:00.000 GMT-0500,1.11041,1.11053,1.11037,1.11049,532.69
09.01.2020 21:15:00.000 GMT-0500,1.11048,1.11051,1.11036,1.11043,996.9100000000001
09.01.2020 21:30:00.000 GMT-0500,1.11043,1.11051,1.11036,1.11047,641.33
09.01.2020 21:45:00.000 GMT-0500,1.11046,1.11083,1.11046,1.11079,470.18999999999994
09.01.2020 22:00:00.000 GMT-0500,1.11080,1.11081,1.11071,1.11074,398.73999999999995
09.01.2020 22:15:00.000 GMT-0500,1.11075,1.11087,1.11072,1.11072,449.88
09.01.2020 22:30:00.000 GMT-0500,1.11073,1.11084,1.11071,1.11076,355.19
09.01.2020 22:45:00.000 GMT-0500,1.11076,1.11083,1.11074,1.11081,481.54
09.01.2020 23:00:00.000 GMT-0500,1.11081,1.11082,1.11064,1.11082,510.28
09.01.2020 23:15:00.000 GMT-0500,1.11082,1.11090,1.11071,1.11086,582.85
09.01.2020 23:30:00.000 GMT-0500,1.11086,1.11111,1.11078,1.11081,373.26
09.01.2020 23:45:00.000 GMT-0500,1.11080,1.11081,1.11068,1.11074,328.84000000000003
10.01.2020 00:00:00.000 GMT-0500,1.11074,1.11081,1.11070,1.11079,450.60999999999996
10.01.2020 00:15:00.000 GMT-0500,1.11079,1.11091,1.11076,1.11090,352.19
10.01.2020 00:30:00.000 GMT-0500,1.11091,1.11096,1.11079,1.11091,540.58
10.01.2020 00:45:00.000 GMT-0500,1.11090,1.11100,1.11084,1.11089,493.1700000000001
10.01.2020 01:00:00.000 GMT-0500,1.11090,1.11099,1.11087,1.11094,560.76
10.01.2020 01:15:00.000 GMT-0500,1.11094,1.11101,1.11074,1.11083,731
10.01.2020 01:30:00.000 GMT-0500,1.11083,1.11083,1.11068,1.11075,457.5400000000001
10.01.2020 01:45:00.000 GMT-0500,1.11075,1.11091,1.11070,1.11091,663.69
10.01.2020 02:00:00.000 GMT-0500,1.11092,1.11110,1.11080,1.11096,1365.3400000000001
10.01.2020 02:15:00.000 GMT-0500,1.11092,1.11092,1.11080,1.11089,934.0500000000001
10.01.2020 02:30:00.000 GMT-0500,1.11089,1.11089,1.11045,1.11056,1664.18
10.01.2020 02:45:00.000 GMT-0500,1.11057,1.11073,1.11042,1.11070,1292.1100000000001
10.01.2020 03:00:00.000 GMT-0500,1.11069,1.11092,1.11047,1.11080,2077.0200000000004
10.01.2020 03:15:00.000 GMT-0500,1.11080,1.11084,1.11011,1.11016,1684.96
10.01.2020 03:30:00.000 GMT-0500,1.11017,1.11019,1.10932,1.10942,2592.7099999999996
10.01.2020 03:45:00.000 GMT-0500,1.10942,1.10999,1.10935,1.10993,2116.5299999999997
10.01.2020 04:00:00.000 GMT-0500,1.10994,1.10994,1.10934,1.10956,1959.4700000000003
10.01.2020 04:15:00.000 GMT-0500,1.10956,1.10970,1.10912,1.10945,2282.5699999999997
10.01.2020 04:30:00.000 GMT-0500,1.10945,1.10960,1.10938,1.10944,2484.7700999999997
10.01.2020 04:45:00.000 GMT-0500,1.10945,1.11000,1.10944,1.10963,2673.9
10.01.2020 05:00:00.000 GMT-0500,1.10963,1.10980,1.10950,1.10971,1604.97
10.01.2020 05:15:00.000 GMT-0500,1.10969,1.10984,1.10954,1.10972,1805.35
10.01.2020 05:30:00.000 GMT-0500,1.10972,1.10972,1.10909,1.10937,1954.41
10.01.2020 05:45:00.000 GMT-0500,1.10938,1.10946,1.10902,1.10926,1909.4599999999998
10.01.2020 06:00:00.000 GMT-0500,1.10926,1.10926,1.10850,1.10879,1888.5199999999998
10.01.2020 06:15:00.000 GMT-0500,1.10879,1.10923,1.10868,1.10920,1350.1100000000001
10.01.2020 06:30:00.000 GMT-0500,1.10923,1.10962,1.10922,1.10926,1418.7800000000002
10.01.2020 06:45:00.000 GMT-0500,1.10927,1.10948,1.10915,1.10930,1217
10.01.2020 07:00:00.000 GMT-0500,1.10929,1.10947,1.10916,1.10942,1871.6300000000006
10.01.2020 07:15:00.000 GMT-0500,1.10942,1.10954,1.10926,1.10952,1169.7799999999997
10.01.2020 07:30:00.000 GMT-0500,1.10953,1.10971,1.10950,1.10961,1123.15
10.01.2020 07:45:00.000 GMT-0500,1.10960,1.10994,1.10947,1.10984,1546.78
10.01.2020 08:00:00.000 GMT-0500,1.10984,1.10996,1.10898,1.10911,2359.7400000000002
10.01.2020 08:15:00.000 GMT-0500,1.10911,1.10951,1.10898,1.10921,2506.05
10.01.2020 08:30:00.000 GMT-0500,1.10926,1.11136,1.10925,1.11070,5987.469999999999
10.01.2020 08:45:00.000 GMT-0500,1.11069,1.11098,1.10947,1.10966,4139.26
10.01.2020 09:00:00.000 GMT-0500,1.10967,1.10990,1.10919,1.10946,4030.71
10.01.2020 09:15:00.000 GMT-0500,1.10945,1.10987,1.10862,1.10963,3905.16
10.01.2020 09:30:00.000 GMT-0500,1.10963,1.11007,1.10941,1.10994,3550.5
10.01.2020 09:45:00.000 GMT-0500,1.10994,1.11034,1.10927,1.11007,2702.59
10.01.2020 10:00:00.000 GMT-0500,1.11006,1.11093,1.10983,1.11067,3389.6699999999996
10.01.2020 10:15:00.000 GMT-0500,1.11067,1.11117,1.11045,1.11083,2617.69
10.01.2020 10:30:00.000 GMT-0500,1.11082,1.11163,1.11077,1.11124,3140.35
10.01.2020 10:45:00.000 GMT-0500,1.11125,1.11179,1.11123,1.11128,4040.18
10.01.2020 11:00:00.000 GMT-0500,1.11128,1.11144,1.11111,1.11134,2547.2700000000004
10.01.2020 11:15:00.000 GMT-0500,1.11134,1.11182,1.11130,1.11155,2314.85
10.01.2020 11:30:00.000 GMT-0500,1.11155,1.11205,1.11136,1.11150,2274.5199999999995
10.01.2020 11:45:00.000 GMT-0500,1.11151,1.11192,1.11149,1.11180,1418.1999999999998
10.01.2020 12:00:00.000 GMT-0500,1.11179,1.11243,1.11179,1.11240,2087.3500000000004
10.01.2020 12:15:00.000 GMT-0500,1.11240,1.11291,1.11239,1.11258,1938.51
10.01.2020 12:30:00.000 GMT-0500,1.11259,1.11265,1.11213,1.11220,1597.01
10.01.2020 12:45:00.000 GMT-0500,1.11220,1.11228,1.11205,1.11224,1198.6400000000003
10.01.2020 13:00:00.000 GMT-0500,1.11223,1.11232,1.11193,1.11214,1119.99
10.01.2020 13:15:00.000 GMT-0500,1.11213,1.11213,1.11192,1.11206,1885.5900000000001
10.01.2020 13:30:00.000 GMT-0500,1.11206,1.11214,1.11193,1.11199,686.73
10.01.2020 13:45:00.000 GMT-0500,1.11199,1.11214,1.11183,1.11184,634.31
10.01.2020 14:00:00.000 GMT-0500,1.11186,1.11205,1.11171,1.11192,962.43
10.01.2020 14:15:00.000 GMT-0500,1.11193,1.11212,1.11185,1.11208,793.18
10.01.2020 14:30:00.000 GMT-0500,1.11211,1.11223,1.11206,1.11218,761.08
10.01.2020 14:45:00.000 GMT-0500,1.11219,1.11232,1.11212,1.11220,663.8399999999999
10.01.2020 15:00:00.000 GMT-0500,1.11221,1.11221,1.11194,1.11207,707.36
10.01.2020 15:15:00.000 GMT-0500,1.11207,1.11220,1.11200,1.11200,446.48999999999995
10.01.2020 15:30:00.000 GMT-0500,1.11201,1.11219,1.11198,1.11210,490.52
10.01.2020 15:45:00.000 GMT-0500,1.11210,1.11214,1.11198,1.11210,661.6524999999999
10.01.2020 16:00:00.000 GMT-0500,1.11210,1.11225,1.11204,1.11205,538.51
10.01.2020 16:15:00.000 GMT-0500,1.11204,1.11213,1.11198,1.11198,315.15999999999997
10.01.2020 16:30:00.000 GMT-0500,1.11199,1.11220,1.11198,1.11219,208.48
10.01.2020 16:45:00.000 GMT-0500,1.11219,1.11223,1.11165,1.11165,780.75
10.01.2020 17:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 17:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 17:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 17:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 18:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 18:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 18:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 18:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 19:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 19:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 19:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 19:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 20:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 20:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 20:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 20:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 21:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 21:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 21:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 21:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 22:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 22:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 22:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 22:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 23:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 23:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 23:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 23:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 00:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 00:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 00:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 00:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 01:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 01:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 01:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 01:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 02:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 02:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 02:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 02:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 03:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 03:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 03:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 03:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 04:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 04:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 04:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 04:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 05:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 05:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 05:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 05:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 06:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 06:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 06:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 06:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 07:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 07:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 07:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 07:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 08:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 08:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 08:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 08:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 09:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 09:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 09:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 09:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 10:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 10:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 10:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 10:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 11:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 11:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 11:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 11:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 12:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 12:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 12:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 12:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 13:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 13:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 13:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 13:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 14:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 14:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 14:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 14:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 15:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 15:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 15:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 15:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 16:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 16:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 16:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 16:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 17:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 17:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 17:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 17:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 18:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 18:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 18:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 18:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 19:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 19:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 19:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 19:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 20:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 20:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 20:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 20:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 21:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 21:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 21:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 21:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 22:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 22:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 22:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 22:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:00:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:15:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:30:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:45:00.000 GMT-0500,1.11165,1.11165,1.11165,1.11165,0
